plot,plant,line_raw_slope (N/m),height(cm),Ratio,Brnum,Color
1305,8,67.17761703,184,0.475084889,2,blue
1305,9,99.06642738,187,0.54687233,2,blue
1305,10,39.49174583,177,0.958614526,1,blue
1305,11,28.70622953,180,0.937093692,1,blue
1305,12,173.0502521,197,0.545528064,2,blue
1305,13,144.3342677,199,0.745348305,2,blue
1307,1,183.2833396,212,0.667856251,2,blue
1307,2,83.18298632,207,0.707757584,2,blue
1307,3,77.94063756,199,1.053439364,2,blue
1307,4,87.13824557,183,0.641874954,2,blue
1307,5,49.13748406,181,0.796578513,2,blue
1307,6,74.09485015,198,0.657931947,2,blue
1307,7,114.164115,204,0.563172328,2,blue
1307,8,81.03708755,199,0.693521825,2,blue
1307,9,84.46035689,175,0.649142003,2,blue
1307,10,81.3781231,182,0.9047322,2,blue
1307,11,70.40963698,165,0.951574078,1,blue
1307,12,96.8033401,200,0.826185357,2,blue
1308,1,218.5208427,219,0.583624258,2,blue
1308,2,30.02909598,190,0.88328541,1,blue
1308,3,153.1059098,218,0.689733066,2,blue
1308,4,34.40914356,165,1.14194637,1,blue
1308,5,39.71197698,221,0.959169594,2,blue
1308,6,92.17425082,210,0.633231379,2,blue
1308,7,95.49923424,221,0.441550178,2,blue
1308,8,19.35336217,185,1.044584646,1,blue
1308,9,96.42375824,231,0.970470362,1,blue
1308,10,154.0624473,231,0.515215048,2,blue
1308,11,101.1186774,247,0.635457414,2,blue
1308,12,15.57031028,205,0.832008352,2,blue
1308,13,111.5320577,243,0.556549331,2,blue
1308,14,38.71948455,179,0.800535213,2,blue
1308,15,92.40237845,227,0.572387412,2,blue
1308,16,151.2366083,240,0.531660525,2,blue
1308,17,72.53456953,221,0.630220402,2,blue
1308,18,175.2099452,231,0.459893238,3,blue
1309,1,130.6656669,211,0.548020902,3,blue
1309,2,82.99466054,192,0.873789969,2,blue
1309,3,104.3943701,184,0.734487211,3,blue
1309,4,83.65963825,179,0.428253763,2,blue
1309,5,30.92117876,197,0.84285943,1,blue
1309,6,84.42043652,198,0.493610501,3,blue
1309,7,50.51806689,186,0.775821581,2,blue
1309,8,98.87979227,182,0.628005605,2,blue
1310,1,316.919018,192,0.865112264,2,blue
1310,2,348.2836792,206,0.634018804,2,blue
1310,3,200.5963555,202,0.85273801,1,blue
1310,4,90.68261889,216,0.888115161,2,blue
1310,5,298.6639537,205,0.644648785,2,blue
1310,9,324.227939,215,0.793414853,2,blue
1310,10,274.1827743,210,0.697216366,2,blue
1310,11,276.2258873,204,0.796160771,2,blue
1310,12,212.5838169,202,0.998403817,2,blue
1310,13,222.4973577,194,0.975816159,2,blue
1311,1,130.1889438,221,0.167009574,2,blue
1311,2,146.3876449,221,0.082050197,3,blue
1311,3,157.5241362,223,0.523739484,3,blue
1311,4,59.65649097,182,0.318603632,3,blue
1311,5,115.7579983,207,0.465213848,3,blue
1311,6,115.1686655,216,0.14178684,2,blue
1311,7,91.3786465,216,0.801877439,1,blue
1311,8,97.87953789,203,0.227784908,2,blue
1311,9,93.69926856,197,0.630852498,2,blue
1311,10,90.94949365,209,0.167948939,2,blue
1311,11,129.0140497,209,0.647646499,2,blue
1312,1,172.2623769,244,0.535860015,2,blue
1312,2,129.3177753,255,0.684215028,2,blue
1312,3,110.193798,249,0.57314369,2,blue
1312,4,113.9189615,252,0.729371852,1,blue
1312,5,77.11190564,254,0.624358774,2,blue
1312,6,165.9926558,262,0.799981273,1,blue
1312,8,98.93313107,247,0.731030518,2,blue
1312,9,27.92423648,254,0.733383269,1,blue
1312,10,69.43024161,260,0.376895036,1,blue
1312,11,94.32292316,260,0.388294357,2,blue
1312,12,55.51633455,258,0.860921855,1,blue
1312,13,125.5060497,261,0.516250828,2,blue
1312,14,103.1108919,261,0.42090162,2,blue
1312,15,64.54164394,241,0.729620803,2,blue
1313,3,38.62067395,226,0.68845927,1,blue
1313,4,39.1536388,203,0.679865377,1,blue
1313,5,39.34127848,216,0.862598011,2,blue
1313,6,59.59799345,224,0.959237975,1,blue
1313,7,40.79060754,235,0.694982696,2,blue
1313,8,64.43731259,214,0.773224175,1,blue
1313,9,82.81606976,246,0.616190906,2,blue
1314,1,208.6233159,275,0.149893726,3,blue
1314,2,117.7386262,260,-0.265306777,2,blue
1314,3,116.9399271,283,0.578661419,2,blue
1314,4,97.69503183,248,0.60076156,3,blue
1314,5,152.8003246,248,0.743680645,2,blue
1314,6,73.25277947,266,0.342251663,2,blue
1314,7,179.9389427,310,-0.070342081,2,blue
1314,9,132.4555076,274,-0.129193087,2,blue
1315,1,241.317417,208,0.633206209,3,blue
1315,2,136.6408039,193,0.776599969,2,blue
1315,3,98.78240497,205,0.838468888,2,blue
1315,4,79.44423783,187,0.67646099,2,blue
1315,5,43.7686935,92,0.769822947,1,blue
1315,6,122.2494235,202,0.677700025,2,blue
1315,7,70.20183163,191,0.715464997,1,blue
1315,8,171.7567465,196,0.683349238,2,blue
1316,1,116.4065516,185,0.373282475,3,blue
1316,2,88.40772456,187,0.82207479,2,blue
1316,3,89.91418276,179,0.127844692,2,blue
1316,4,57.94138366,203,0.699103661,2,blue
1316,5,68.33117428,209,0.61838319,2,blue
1316,6,63.71006249,178,0.861039694,3,blue
1316,8,35.05474362,178,0.497023026,1,blue
1316,9,101.5722525,186,0.655066207,2,blue
1316,10,59.20616711,171,0.512539975,2,blue
1316,11,87.7868622,187,0.728123455,2,blue
1316,12,103.7824987,187,0.625258796,2,blue
1316,13,50.16480267,166,0.018821565,2,blue
1317,1,64.88425134,180,0.619094867,1,blue
1317,2,87.24184479,182,0.874631063,1,blue
1317,3,30.41939078,169,0.856219367,1,blue
1317,4,61.43460023,169,0.575999719,2,blue
1317,6,100.6922681,172,0.569996161,2,blue
1318,1,77.58349983,146,0.92703248,2,blue
1318,2,91.60775539,46,0.738241295,2,blue
1318,3,113.8778194,152,1.034064034,2,blue
1318,4,100.6050187,152,0.596854493,3,blue
1319,1,133.3837722,183,0.673757153,2,blue
1319,2,16.69074244,167,0.86231027,1,blue
1319,3,197.6339094,157,0.423793373,2,blue
1319,4,142.6504426,183,0.585326,2,blue
1321,1,87.71499058,171,0.572892801,2,blue
1321,2,84.62787968,179,0.566334827,3,blue
1321,3,39.85285235,160,0.378288914,2,blue
1321,4,92.64910551,175,0.349428149,2,blue
1321,5,87.66668199,181,0.592723157,2,blue
1321,6,65.33412338,178,0.766209961,2,blue
1321,8,87.04254652,184,0.629604201,2,blue
1321,9,83.43512332,197,0.755432455,2,blue
1321,10,86.55445589,196,0.702375716,2,blue
1322,1,95.09108809,180,0.627302325,2,blue
1322,2,67.49165977,183,0.462012092,2,blue
1322,3,77.13093273,183,0.425769637,2,blue
1322,4,87.89773911,190,0.413671565,2,blue
1322,5,83.86218263,188,0.446122022,2,blue
1322,6,92.54867821,188,0.393231892,2,blue
1322,7,60.33568264,203,0.381236451,2,blue
1322,8,96.68915021,195,0.502055718,2,blue
1322,9,83.1749644,185,0.451267539,2,blue
1322,10,85.99432117,176,0.394740666,2,blue
1323,1,208.4198535,269,0.530487605,3,blue
1323,2,189.4228621,255,0.190972815,3,blue
1323,3,287.9223688,244,0.49966016,2,blue
1323,5,121.9599111,235,0.330602224,2,blue
1323,6,194.6647406,247,0.335138061,2,blue
1323,7,230.9398483,261,0.538763211,3,blue
1324,1,79.79016553,251,0.800315511,1,blue
1324,2,94.62825111,250,0.838462568,1,blue
1324,3,64.75917541,242,0.964474681,1,blue
1324,4,49.46570919,243,0.859427296,1,blue
1324,5,44.02222179,243,1.135027848,1,blue
1324,6,20.51784839,236,1.133366987,1,blue
1324,7,33.69503782,223,1.086949318,1,blue
1324,8,38.81910129,223,0.688973513,1,blue
1324,9,58.56268237,249,0.834744215,2,blue
1324,10,28.82208315,227,0.854691352,1,blue
1325,1,240.1605925,294,0.629864065,2,blue
1325,3,152.0687826,243,0.553356691,1,blue
1325,4,178.7087631,258,0.673334489,2,blue
1325,5,61.59102485,255,0.785669803,1,blue
1325,6,129.3099141,260,0.934578293,1,blue
1325,7,98.99762108,248,0.886564175,1,blue
1325,8,161.758831,262,0.83108328,1,blue
1325,9,160.3535141,235,0.488767747,2,blue
1325,10,147.0140026,286,0.590477955,1,blue
1325,11,311.6193307,288,0.722987365,1,blue
1326,1,104.8297001,218,0.637695332,2,blue
1326,2,125.490278,224,0.362053516,2,blue
1326,3,138.3629687,237,0.405377724,2,blue
1326,4,111.1863466,228,0.32066749,2,blue
1326,5,97.30339998,232,0.36500381,3,blue
1326,6,137.8374144,245,0.373028869,2,blue
1326,7,165.6441933,236,0.38519132,2,blue
1326,8,205.6419352,268,0.677020399,2,blue
1326,9,145.200257,249,0.324644022,2,blue
1327,1,361.1770787,280,0.376819523,2,blue
1327,2,211.3240384,280,0.619557527,1,blue
1327,3,248.3491084,278,0.788172228,2,blue
1327,4,342.4034906,347,0.120424416,2,blue
1327,5,440.094232,291,0.418490346,2,blue
1327,6,379.7262329,320,0.698178835,2,blue
1328,1,159.816154,203,0.576786181,2,blue
1328,2,58.60933987,188,0.618277983,2,blue
1328,3,81.94156319,205,0.726350114,2,blue
1328,4,64.50255268,188,0.639014387,2,blue
1328,5,59.07834689,188,0.464394986,2,blue
1328,6,13.85976646,173,1.122372868,1,blue
1328,7,60.89437701,182,0.382271422,2,blue
1328,8,52.99347841,191,0.442827674,2,blue
1328,9,76.72698298,201,0.888251535,1,blue
1328,10,41.5750364,171,0.69195308,2,blue
1328,11,83.8588161,192,0.833191868,2,blue
1328,12,72.28265652,192,0.864970145,1,blue
1328,13,87.54677869,187,0.618715071,2,blue
1329,1,204.3921164,219,0.831523592,2,blue
1329,2,112.5769162,241,0.524873098,1,blue
1329,3,109.3348354,222,0.595373304,1,blue
1329,4,125.928599,241,0.987256647,1,blue
1329,5,155.1848445,250,0.993849938,2,blue
1329,6,130.236,250,0.924340309,1,blue
1329,7,122.4591069,252,0.961955709,1,blue
1329,8,119.0912436,251,1.042504799,1,blue
1329,9,200.5921234,223,0.915038726,2,blue
1329,10,155.4718387,237,0.697956646,1,blue
1329,11,187.4066303,236,0.809062459,1,blue
1329,12,57.71649708,216,1.06956244,1,blue
1329,13,167.4591447,237,0.702752038,2,blue
1330,1,46.89810191,163,0.90622781,1,blue
1330,2,219.3656977,228,0.779975707,1,blue
1330,3,191.9278474,222,0.755019583,1,blue
1330,4,181.4731839,232,0.697021218,1,blue
1330,5,126.9271678,234,0.779647117,1,blue
1330,7,141.6507093,214,0.81971384,1,blue
1330,8,185.038824,214,0.838084963,1,blue
1330,9,74.61528496,227,0.850268334,1,blue
1330,10,70.92041598,220,0.839914062,1,blue
1330,11,81.23396756,215,0.815207847,2,blue
1330,12,123.9190716,232,0.672777018,2,blue
1330,13,225.3279286,216,0.83081701,1,blue
1331,1,173.1005854,259,0.877496875,2,blue
1331,2,153.1949523,245,0.634856744,1,blue
1331,3,182.7819955,258,0.938780749,1,blue
1331,4,164.4774283,259,0.851841693,1,blue
1331,5,90.34626672,229,1.02277104,1,blue
1331,6,154.8623083,248,0.960255395,1,blue
1331,7,115.6575005,243,0.84400992,1,blue
1331,8,84.35838948,238,0.825039164,1,blue
1331,10,155.7636011,249,0.861248135,1,blue
1331,11,195.9426915,252,0.907752007,1,blue
1331,12,84.47840686,237,0.865227098,1,blue
1331,13,72.94742742,234,0.947606078,1,blue
1331,14,164.8031802,246,0.665438614,1,blue
1331,15,154.5007968,260,0.875014135,1,blue
1331,16,147.1429504,252,0.803465393,2,blue
1332,1,33.09404379,275,0.940861764,1,blue
1332,2,103.4549979,195,1.05733935,2,blue
1332,3,141.6725051,208,0.889441397,1,blue
1332,5,136.6674065,218,0.678635719,2,blue
1332,6,111.145136,194,0.862996357,2,blue
1332,7,99.17446643,208,0.916013026,1,blue
1332,8,64.18618515,211,0.857179805,1,blue
1332,9,148.0136071,219,0.844502297,2,blue
1333,1,73.10119424,170,0.693723973,2,blue
1333,2,80.20886497,202,0.855685412,3,blue
1333,3,79.03682917,203,0.994622715,2,blue
1333,4,42.34904318,198,0.313551709,2,blue
1333,5,57.39837624,193,0.605704741,3,blue
1333,6,125.3832847,206,0.902589985,2,blue
1333,7,124.603722,219,0.584606618,3,blue
1334,1,140.6995565,242,0.30649808,2,blue
1334,2,95.87166104,253,0.433436315,2,blue
1334,3,122.3826233,242,0.278179945,2,blue
1334,4,112.2168306,247,0.354062101,2,blue
1334,5,134.0174139,248,0.457170795,2,blue
1334,6,100.8039619,244,0.571407533,2,blue
1334,8,99.17104342,247,0.271738639,2,blue
1334,9,75.28391126,247,0.745261359,2,blue
1334,10,176.0230109,255,0.285950012,2,blue
1334,11,97.21888896,252,0.645642349,2,blue
1335,1,128.559056,188,0.682720663,2,blue
1335,2,59.5355107,182,0.721785069,2,blue
1335,3,128.2618078,189,0.4566052,2,blue
1335,4,89.42259793,185,0.631704425,2,blue
1335,5,96.16086295,191,0.634717805,2,blue
1335,7,103.8086776,184,0.256225162,2,blue
1335,8,79.79681659,187,0.702731478,2,blue
1335,9,56.84868383,205,0.518257502,2,blue
1335,10,69.40701864,203,0.688968966,2,blue
1335,11,41.06928671,183,0.263101501,2,blue
1335,12,75.25930936,193,0.731061117,1,blue
1335,13,84.48167163,190,0.64327922,2,blue
1335,14,89.05963689,191,0.546696801,3,blue
1336,1,182.2775272,187,0.88032988,1,blue
1336,2,125.4925258,193,0.934746539,1,blue
1336,3,128.7376827,183,0.902695055,1,blue
1336,6,138.8372327,199,1.062719624,1,blue
1336,7,161.2381373,176,0.907746726,1,blue
1336,8,164.9137316,182,0.892420286,1,blue
1336,9,190.8666062,192,0.864648782,1,blue
1336,10,256.8559419,193,0.742647913,1,blue
1336,11,214.5003315,177,0.775751947,1,blue
1336,12,235.5262351,183,0.800763396,1,blue
1337,1,76.47485668,170,0.628406761,3,blue
1337,2,16.8258071,187,0.898360316,1,blue
1337,3,73.67540004,191,0.237749873,3,blue
1337,5,124.7693815,230,0.403903112,3,blue
1337,6,150.747618,230,0.617642899,2,blue
1337,7,72.55370119,230,0.604670374,2,blue
1337,8,82.34937354,207,0.543851313,2,blue
1337,9,51.83743768,220,0.646388373,2,blue
1337,10,56.71341554,193,0.781793061,2,blue
1337,11,45.36339696,220,0.671084616,2,blue
1338,1,117.0184454,203,0.281236244,3,blue
1338,2,106.9609313,211,0.223206489,2,blue
1338,3,40.70593634,203,0.798896525,2,blue
1338,4,79.03476424,203,0.37972448,2,blue
1338,5,91.14131033,190,0.764844956,1,blue
1338,6,86.93280605,198,0.33726342,2,blue
1338,7,85.74945125,221,0.311828213,2,blue
1338,8,85.00742371,214,0.478383386,2,blue
1338,9,95.21002552,212,0.531552706,2,blue
1338,10,51.26009713,174,0.591659282,2,blue
1338,11,77.02687773,192,0.478438643,2,blue
1338,12,77.28505389,197,1.068663867,2,blue
1338,13,51.28005671,179,0.706779689,3,blue
1338,14,39.70019369,175,0.592082418,2,blue
1339,1,183.174792,265,0.29144783,2,blue
1339,2,103.5705065,274,0.562375504,1,blue
1340,1,81.97616484,221,1.022063683,2,blue
1340,2,81.80420068,204,0.8545362,2,blue
1340,3,51.73705673,215,0.836369022,2,blue
1340,4,84.10556612,224,0.743631905,2,blue
1340,5,63.22597393,222,0.688086733,2,blue
1340,6,58.86316837,209,0.668966239,2,blue
1340,7,65.7396082,222,0.751618814,2,blue
1340,8,72.94850496,224,0.638477252,2,blue
1340,9,101.0195708,219,0.692668767,3,blue
1340,10,107.1906437,238,0.62990389,2,blue
1340,11,78.90936503,227,0.634385242,2,blue
1341,1,129.8485534,220,0.893041954,3,blue
1341,2,97.98803218,220,0.625040667,2,blue
1341,3,124.5532481,226,0.595679114,3,blue
1341,4,120.3594781,226,0.775458149,2,blue
1341,5,104.444242,223,0.667779995,2,blue
1341,6,86.41508603,207,0.760879127,2,blue
1341,7,201.7958326,226,0.583629225,2,blue
1341,8,139.4149592,229,0.649797299,3,blue
1341,9,191.8957028,238,0.774926217,2,blue
1341,10,146.8844169,230,0.518610794,3,blue
1341,11,144.0940886,247,0.862642973,2,blue
1342,1,164.6767096,244,0.672796938,3,blue
1342,2,53.5153556,242,0.497965078,2,blue
1342,3,82.21473027,245,0.475988358,2,blue
1342,4,63.28320196,252,0.796309372,1,blue
1342,5,111.1484872,255,0.696190563,2,blue
1342,6,71.54986547,262,0.589125527,2,blue
1342,7,16.23338836,247,1.601279073,1,blue
1342,8,116.6317129,261,0.52744823,2,blue
1343,1,87.01832591,212,0.48490646,2,blue
1343,2,95.81029776,230,0.49092819,2,blue
1343,3,67.96952028,213,0.682487338,2,blue
1343,4,70.40069126,221,0.755304829,1,blue
1343,5,78.08396169,215,0.548138829,2,blue
1343,6,80.83869603,226,0.412063118,2,blue
1343,7,53.19691644,233,0.43693811,2,blue
1343,8,86.46640836,228,0.488184322,2,blue
1343,9,50.10634147,234,0.491745149,2,blue
1343,10,99.24545845,237,0.488719906,2,blue
1343,11,39.84279328,226,0.411835729,2,blue
1343,12,45.02447451,238,0.710350521,2,blue
1343,13,20.47018118,229,0.58516195,2,blue
1343,14,70.83177528,237,0.629321193,2,blue
1343,15,69.5344425,234,0.406226868,2,blue
1344,1,230.4270585,199,0.999415998,2,blue
1344,2,191.0798786,218,0.937548124,2,blue
1344,3,279.683633,201,0.724518428,2,blue
1344,4,204.7915462,202,0.901452432,2,blue
1344,5,193.3611067,182,0.709403355,2,blue
1344,6,236.3231521,214,0.733192061,2,blue
1344,7,203.3033094,224,0.800836076,1,blue
1344,8,252.4026902,219,0.865523654,2,blue
1345,1,100.3655787,204,0.391176171,2,blue
1345,2,47.92538438,194,0.238172223,2,blue
1345,3,66.65147221,193,0.135918266,2,blue
1345,5,38.90483227,205,0.043926855,2,blue
1345,6,70.82046998,204,0.167040388,2,blue
1345,7,94.64233416,218,0.189738588,2,blue
1345,8,85.56835686,218,0.213392796,2,blue
1345,9,68.69366755,212,0.469518675,1,blue
1345,10,31.53661191,203,0.228791226,1,blue
1345,11,36.87471982,213,0.063980946,2,blue
1346,1,101.5777213,231,0.712434734,2,blue
1346,2,127.2821217,210,0.837930801,1,blue
1346,3,154.1427602,239,0.708678375,1,blue
1346,4,78.47600705,247,0.457622889,2,blue
1346,5,81.37220146,246,0.867348922,1,blue
1346,6,87.03011651,246,1.076979386,1,blue
1346,7,118.4012534,256,1.051961814,1,blue
1346,8,119.0199449,242,0.782000143,2,blue
1346,9,80.15500801,249,0.865358197,1,blue
1346,10,141.5971359,244,0.738701015,1,blue
1346,12,165.7726123,241,0.735866343,2,blue
1346,13,113.59938,263,1.200817328,1,blue
1347,1,124.6261259,227,0.475961713,1,blue
1347,2,104.2082341,216,0.675183686,1,blue
1347,3,111.0771053,213,0.536446008,1,blue
1347,4,110.2905595,214,0.449565942,1,blue
1347,5,123.3304021,223,0.975027994,1,blue
1347,6,77.80056437,227,0.934605665,1,blue
1347,7,57.9847476,217,0.547264956,1,blue
1347,8,104.2493803,230,0.672289394,1,blue
1347,9,110.9938522,231,0.481668029,1,blue
1347,10,85.75406928,220,0.43959212,1,blue
1348,1,258.0047442,203,0.701598591,3,blue
1348,3,112.9086499,206,0.652899939,2,blue
1348,4,181.9898054,206,0.65193375,2,blue
1348,6,153.6168573,218,0.577912514,2,blue
1348,7,264.7920071,221,0.539245454,2,blue
1348,9,95.59492137,219,0.541826605,2,blue
1348,10,232.9861918,220,0.603311912,3,blue
1348,11,206.7514348,179,0.501920262,2,blue
1349,1,42.75688296,179,0.482397567,3,blue
1349,2,31.04622678,168,0.773230711,2,blue
1349,3,30.84243549,171,0.458191933,3,blue
1349,4,32.53722096,198,0.566385179,2,blue
1349,5,40.2363927,185,0.836466463,3,blue
1349,6,33.52801993,176,0.684210702,2,blue
1349,7,25.67953801,182,0.276945723,2,blue
1349,8,27.91259416,189,0.481817624,2,blue
1349,9,33.58068955,193,0.916190468,2,blue
1349,10,35.53215668,178,0.687755952,2,blue
1349,11,41.91423945,200,0.358268864,3,blue
1350,1,320.735172,325,0.340764592,3,blue
1350,2,135.6069379,325,0.649059786,2,blue
1350,3,223.9639316,325,0.562169733,2,blue
1350,4,153.6485141,260,0.805237294,2,blue
1350,5,192.263099,315,0.518349916,2,blue
1350,6,143.8375202,320,0.657817265,2,blue
1350,7,114.0060891,325,0.484431373,3,blue
1351,1,115.0907158,217,0.612917955,2,blue
1351,2,115.3128343,231,0.631100946,2,blue
1351,3,119.5817421,237,0.60231512,2,blue
1351,4,141.1574848,258,0.453169857,2,blue
1351,5,107.1703812,223,0.648387287,2,blue
1351,6,171.783743,239,0.53460465,2,blue
1351,7,73.8130223,241,0.32437108,2,blue
1351,8,137.5039736,234,0.413282672,2,blue
1351,9,225.7117694,265,0.420063926,2,blue
1351,10,106.6688171,254,0.845419453,1,blue
1351,11,110.2981451,213,0.63063255,2,blue
1352,3,174.1817558,250,0.660135034,2,blue
1352,4,148.958559,230,0.552848589,2,blue
1352,5,222.0133674,230,0.849466491,2,blue
1352,6,217.1194537,241,0.661670062,2,blue
1352,7,205.1936637,258,0.591930613,2,blue
1352,8,140.3639104,230,0.655600504,2,blue
1352,9,147.3159488,248,0.502625032,2,blue
1352,10,52.86987901,157,0.424073792,2,blue
1352,11,57.01895092,165,0.678521799,2,blue
1352,12,184.1327441,249,0.835501034,2,blue
1352,13,325.2539779,265,0.671806884,2,blue
1353,1,229.9403042,254,0.892522444,2,blue
1353,2,236.2832061,288,0.956682143,1,blue
1353,3,136.2020419,260,0.940452613,1,blue
1353,4,81.25221563,248,0.911383399,1,blue
1353,5,72.86150894,258,0.973557472,1,blue
1353,6,119.1662805,262,0.775986706,1,blue
1353,7,133.573675,266,0.968602164,1,blue
1353,8,126.8867283,268,1.133155171,1,blue
1353,10,123.74895,267,1.038429206,1,blue
1353,11,283.6375708,282,0.781542659,2,blue
1353,12,184.5426319,279,0.781118224,1,blue
1353,15,229.4589489,289,0.910565841,1,blue
1353,16,174.6464458,270,0.900079802,2,blue
1354,1,273.5261672,281,0.694801975,2,blue
1354,2,246.840833,266,0.514287188,2,blue
1354,3,208.1187202,269,0.39429854,2,blue
1354,4,145.8513448,262,0.46041439,2,blue
1354,5,121.9716152,272,0.489666098,2,blue
1354,6,203.6700229,260,0.133173164,2,blue
1354,7,180.2900254,255,0.692019704,2,blue
1355,1,106.2458385,245,0.674160436,2,blue
1355,2,101.8063069,274,0.748725835,2,blue
