,Plot,Genotype,Experiment,Total.Plants,Number.Lodged,Percent.Lodging,Lodging.Index,Lodged,Lodged2
1320,101,Tzi9,55 and friends,15,15,100,1,Y,1
1321,101,Tzi9,55 and friends,15,15,100,1,Y,1
1322,101,Tzi9,55 and friends,15,15,100,1,Y,1
1323,101,Tzi9,55 and friends,15,15,100,1,Y,1
1324,101,Tzi9,55 and friends,15,15,100,1,Y,1
1325,101,Tzi9,55 and friends,15,15,100,1,Y,1
1326,101,Tzi9,55 and friends,15,15,100,1,Y,1
1327,101,Tzi9,55 and friends,15,15,100,1,Y,1
1328,101,Tzi9,55 and friends,15,15,100,1,Y,1
1329,101,Tzi9,55 and friends,15,15,100,1,Y,1
1330,101,Tzi9,55 and friends,15,15,100,1,Y,1
1331,202,Tzi9,55 and friends,17,17,100,0.5,Y,1
1332,202,Tzi9,55 and friends,17,17,100,0.5,Y,1
1333,202,Tzi9,55 and friends,17,17,100,0.5,Y,1
1334,202,Tzi9,55 and friends,17,17,100,0.5,Y,1
1335,202,Tzi9,55 and friends,17,17,100,0.5,Y,1
1336,202,Tzi9,55 and friends,17,17,100,0.5,Y,1
1337,202,Tzi9,55 and friends,17,17,100,0.5,Y,1
1338,202,Tzi9,55 and friends,17,17,100,0.5,Y,1
1339,202,Tzi9,55 and friends,17,17,100,0.5,Y,1
1340,202,Tzi9,55 and friends,17,17,100,0.5,Y,1
1341,202,Tzi9,55 and friends,17,17,100,0.5,Y,1
1342,202,Tzi9,55 and friends,17,17,100,0.5,Y,1
1343,202,Tzi9,55 and friends,17,17,100,0.5,Y,1
1344,202,Tzi9,55 and friends,17,17,100,0.5,Y,1
1345,202,Tzi9,55 and friends,17,17,100,0.5,Y,1
1346,202,Tzi9,55 and friends,17,17,100,0.5,Y,1
1347,202,Tzi9,55 and friends,17,17,100,0.5,Y,1
1348,22,W64A,55 and friends,16,1,6.25,1,Y,1
7,35,2369,55 and friends,18,6,33.33333333,0,N,0
8,35,2369,55 and friends,18,6,33.33333333,0,N,0
9,35,2369,55 and friends,18,6,33.33333333,0,N,0
10,35,2369,55 and friends,18,6,33.33333333,0,N,0
11,35,2369,55 and friends,18,6,33.33333333,0,N,0
12,35,2369,55 and friends,18,6,33.33333333,0,N,0
13,35,2369,55 and friends,18,6,33.33333333,0,N,0
14,35,2369,55 and friends,18,6,33.33333333,0,N,0
15,35,2369,55 and friends,18,6,33.33333333,0,N,0
16,35,2369,55 and friends,18,6,33.33333333,0,N,0
17,35,2369,55 and friends,18,6,33.33333333,0,N,0
18,35,2369,55 and friends,18,6,33.33333333,0,N,0
21,67,2369,55 and friends,16,2,12.5,0,N,0
22,67,2369,55 and friends,16,2,12.5,0,N,0
23,67,2369,55 and friends,16,2,12.5,0,N,0
24,67,2369,55 and friends,16,2,12.5,0,N,0
25,67,2369,55 and friends,16,2,12.5,0,N,0
26,67,2369,55 and friends,16,2,12.5,0,N,0
27,67,2369,55 and friends,16,2,12.5,0,N,0
28,67,2369,55 and friends,16,2,12.5,0,N,0
29,67,2369,55 and friends,16,2,12.5,0,N,0
30,67,2369,55 and friends,16,2,12.5,0,N,0
31,67,2369,55 and friends,16,2,12.5,0,N,0
32,67,2369,55 and friends,16,2,12.5,0,N,0
33,67,2369,55 and friends,16,2,12.5,0,N,0
34,67,2369,55 and friends,16,2,12.5,0,N,0
35,70,6M502,55 and friends,15,0,0,0,N,0
36,70,6M502,55 and friends,15,0,0,0,N,0
37,70,6M502,55 and friends,15,0,0,0,N,0
38,70,6M502,55 and friends,15,0,0,0,N,0
39,70,6M502,55 and friends,15,0,0,0,N,0
40,70,6M502,55 and friends,15,0,0,0,N,0
41,70,6M502,55 and friends,15,0,0,0,N,0
42,70,6M502,55 and friends,15,0,0,0,N,0
43,70,6M502,55 and friends,15,0,0,0,N,0
44,70,6M502,55 and friends,15,0,0,0,N,0
45,70,6M502,55 and friends,15,0,0,0,N,0
46,70,6M502,55 and friends,15,0,0,0,N,0
47,70,6M502,55 and friends,15,0,0,0,N,0
48,70,6M502,55 and friends,15,0,0,0,N,0
49,70,6M502,55 and friends,15,0,0,0,N,0
50,213,6M502,55 and friends,16,0,0,0,N,0
51,213,6M502,55 and friends,16,0,0,0,N,0
52,213,6M502,55 and friends,16,0,0,0,N,0
53,213,6M502,55 and friends,16,0,0,0,N,0
54,213,6M502,55 and friends,16,0,0,0,N,0
55,213,6M502,55 and friends,16,0,0,0,N,0
56,213,6M502,55 and friends,16,0,0,0,N,0
57,213,6M502,55 and friends,16,0,0,0,N,0
58,213,6M502,55 and friends,16,0,0,0,N,0
59,213,6M502,55 and friends,16,0,0,0,N,0
60,213,6M502,55 and friends,16,0,0,0,N,0
61,213,6M502,55 and friends,16,0,0,0,N,0
62,213,6M502,55 and friends,16,0,0,0,N,0
63,213,6M502,55 and friends,16,0,0,0,N,0
64,213,6M502,55 and friends,16,0,0,0,N,0
65,213,6M502,55 and friends,16,0,0,0,N,0
66,30,A632,55 and friends,9,0,0,0,N,0
67,30,A632,55 and friends,9,0,0,0,N,0
68,30,A632,55 and friends,9,0,0,0,N,0
69,30,A632,55 and friends,9,0,0,0,N,0
70,30,A632,55 and friends,9,0,0,0,N,0
71,30,A632,55 and friends,9,0,0,0,N,0
72,30,A632,55 and friends,9,0,0,0,N,0
73,30,A632,55 and friends,9,0,0,0,N,0
74,30,A632,55 and friends,9,0,0,0,N,0
75,69,A632,55 and friends,13,0,0,0,N,0
76,69,A632,55 and friends,13,0,0,0,N,0
77,69,A632,55 and friends,13,0,0,0,N,0
78,69,A632,55 and friends,13,0,0,0,N,0
79,69,A632,55 and friends,13,0,0,0,N,0
80,69,A632,55 and friends,13,0,0,0,N,0
81,69,A632,55 and friends,13,0,0,0,N,0
82,69,A632,55 and friends,13,0,0,0,N,0
83,69,A632,55 and friends,13,0,0,0,N,0
84,69,A632,55 and friends,13,0,0,0,N,0
85,69,A632,55 and friends,13,0,0,0,N,0
86,69,A632,55 and friends,13,0,0,0,N,0
87,69,A632,55 and friends,13,0,0,0,N,0
88,45,B104,55 and friends,17,0,0,0,N,0
89,45,B104,55 and friends,17,0,0,0,N,0
90,45,B104,55 and friends,17,0,0,0,N,0
91,45,B104,55 and friends,17,0,0,0,N,0
92,45,B104,55 and friends,17,0,0,0,N,0
93,45,B104,55 and friends,17,0,0,0,N,0
94,45,B104,55 and friends,17,0,0,0,N,0
95,45,B104,55 and friends,17,0,0,0,N,0
96,45,B104,55 and friends,17,0,0,0,N,0
97,45,B104,55 and friends,17,0,0,0,N,0
98,45,B104,55 and friends,17,0,0,0,N,0
99,45,B104,55 and friends,17,0,0,0,N,0
100,45,B104,55 and friends,17,0,0,0,N,0
101,45,B104,55 and friends,17,0,0,0,N,0
102,45,B104,55 and friends,17,0,0,0,N,0
103,45,B104,55 and friends,17,0,0,0,N,0
104,45,B104,55 and friends,17,0,0,0,N,0
105,212,B104,55 and friends,18,0,0,0,N,0
106,212,B104,55 and friends,18,0,0,0,N,0
107,212,B104,55 and friends,18,0,0,0,N,0
108,212,B104,55 and friends,18,0,0,0,N,0
109,212,B104,55 and friends,18,0,0,0,N,0
110,212,B104,55 and friends,18,0,0,0,N,0
111,212,B104,55 and friends,18,0,0,0,N,0
112,212,B104,55 and friends,18,0,0,0,N,0
113,212,B104,55 and friends,18,0,0,0,N,0
114,212,B104,55 and friends,18,0,0,0,N,0
115,212,B104,55 and friends,18,0,0,0,N,0
116,212,B104,55 and friends,18,0,0,0,N,0
117,212,B104,55 and friends,18,0,0,0,N,0
118,212,B104,55 and friends,18,0,0,0,N,0
119,212,B104,55 and friends,18,0,0,0,N,0
120,212,B104,55 and friends,18,0,0,0,N,0
121,212,B104,55 and friends,18,0,0,0,N,0
122,212,B104,55 and friends,18,0,0,0,N,0
123,28,B73,55 and friends,16,0,0,0,N,0
124,28,B73,55 and friends,16,0,0,0,N,0
125,28,B73,55 and friends,16,0,0,0,N,0
126,28,B73,55 and friends,16,0,0,0,N,0
127,28,B73,55 and friends,16,0,0,0,N,0
128,28,B73,55 and friends,16,0,0,0,N,0
129,28,B73,55 and friends,16,0,0,0,N,0
130,28,B73,55 and friends,16,0,0,0,N,0
131,28,B73,55 and friends,16,0,0,0,N,0
132,28,B73,55 and friends,16,0,0,0,N,0
133,28,B73,55 and friends,16,0,0,0,N,0
134,28,B73,55 and friends,16,0,0,0,N,0
135,28,B73,55 and friends,16,0,0,0,N,0
136,28,B73,55 and friends,16,0,0,0,N,0
137,28,B73,55 and friends,16,0,0,0,N,0
138,28,B73,55 and friends,16,0,0,0,N,0
150,107,B73,55 and friends,18,11,61.11111111,0,N,0
151,107,B73,55 and friends,18,11,61.11111111,0,N,0
152,107,B73,55 and friends,18,11,61.11111111,0,N,0
153,107,B73,55 and friends,18,11,61.11111111,0,N,0
154,107,B73,55 and friends,18,11,61.11111111,0,N,0
155,107,B73,55 and friends,18,11,61.11111111,0,N,0
156,107,B73,55 and friends,18,11,61.11111111,0,N,0
185,42,B97,55 and friends,11,10,90.90909091,0,N,0
187,135,B97,55 and friends,8,1,12.5,0,N,0
188,135,B97,55 and friends,8,1,12.5,0,N,0
189,135,B97,55 and friends,8,1,12.5,0,N,0
190,135,B97,55 and friends,8,1,12.5,0,N,0
191,135,B97,55 and friends,8,1,12.5,0,N,0
192,135,B97,55 and friends,8,1,12.5,0,N,0
193,135,B97,55 and friends,8,1,12.5,0,N,0
242,32,CML103,55 and friends,5,2,40,0,N,0
243,32,CML103,55 and friends,5,2,40,0,N,0
244,32,CML103,55 and friends,5,2,40,0,N,0
250,206,CML103,55 and friends,6,5,83.33333333,0,N,0
251,60,CML228,55 and friends,17,0,0,0,N,0
252,60,CML228,55 and friends,17,0,0,0,N,0
253,60,CML228,55 and friends,17,0,0,0,N,0
254,60,CML228,55 and friends,17,0,0,0,N,0
255,60,CML228,55 and friends,17,0,0,0,N,0
256,60,CML228,55 and friends,17,0,0,0,N,0
257,60,CML228,55 and friends,17,0,0,0,N,0
258,60,CML228,55 and friends,17,0,0,0,N,0
259,60,CML228,55 and friends,17,0,0,0,N,0
260,60,CML228,55 and friends,17,0,0,0,N,0
261,60,CML228,55 and friends,17,0,0,0,N,0
262,60,CML228,55 and friends,17,0,0,0,N,0
263,60,CML228,55 and friends,17,0,0,0,N,0
264,60,CML228,55 and friends,17,0,0,0,N,0
265,60,CML228,55 and friends,17,0,0,0,N,0
266,60,CML228,55 and friends,17,0,0,0,N,0
267,60,CML228,55 and friends,17,0,0,0,N,0
268,64,CML228,55 and friends,16,0,0,0,N,0
269,64,CML228,55 and friends,16,0,0,0,N,0
270,64,CML228,55 and friends,16,0,0,0,N,0
271,64,CML228,55 and friends,16,0,0,0,N,0
272,64,CML228,55 and friends,16,0,0,0,N,0
273,64,CML228,55 and friends,16,0,0,0,N,0
274,64,CML228,55 and friends,16,0,0,0,N,0
275,64,CML228,55 and friends,16,0,0,0,N,0
276,64,CML228,55 and friends,16,0,0,0,N,0
277,64,CML228,55 and friends,16,0,0,0,N,0
278,64,CML228,55 and friends,16,0,0,0,N,0
279,64,CML228,55 and friends,16,0,0,0,N,0
280,64,CML228,55 and friends,16,0,0,0,N,0
281,64,CML228,55 and friends,16,0,0,0,N,0
282,64,CML228,55 and friends,16,0,0,0,N,0
283,64,CML228,55 and friends,16,0,0,0,N,0
288,49,CML247,55 and friends,12,4,33.33333333,0,N,0
289,49,CML247,55 and friends,12,4,33.33333333,0,N,0
290,49,CML247,55 and friends,12,4,33.33333333,0,N,0
291,49,CML247,55 and friends,12,4,33.33333333,0,N,0
292,49,CML247,55 and friends,12,4,33.33333333,0,N,0
293,49,CML247,55 and friends,12,4,33.33333333,0,N,0
294,49,CML247,55 and friends,12,4,33.33333333,0,N,0
295,49,CML247,55 and friends,12,4,33.33333333,0,N,0
308,25,CML258,55 and friends,14,0,0,0,N,0
309,25,CML258,55 and friends,14,0,0,0,N,0
310,25,CML258,55 and friends,14,0,0,0,N,0
311,25,CML258,55 and friends,14,0,0,0,N,0
312,25,CML258,55 and friends,14,0,0,0,N,0
313,25,CML258,55 and friends,14,0,0,0,N,0
314,25,CML258,55 and friends,14,0,0,0,N,0
315,25,CML258,55 and friends,14,0,0,0,N,0
316,25,CML258,55 and friends,14,0,0,0,N,0
317,25,CML258,55 and friends,14,0,0,0,N,0
318,25,CML258,55 and friends,14,0,0,0,N,0
319,25,CML258,55 and friends,14,0,0,0,N,0
320,25,CML258,55 and friends,14,0,0,0,N,0
321,25,CML258,55 and friends,14,0,0,0,N,0
332,105,CML258,55 and friends,15,10,66.66666667,0,N,0
333,105,CML258,55 and friends,15,10,66.66666667,0,N,0
334,105,CML258,55 and friends,15,10,66.66666667,0,N,0
335,105,CML258,55 and friends,15,10,66.66666667,0,N,0
336,105,CML258,55 and friends,15,10,66.66666667,0,N,0
337,75,CML277,55 and friends,14,0,0,0,N,0
338,75,CML277,55 and friends,14,0,0,0,N,0
339,75,CML277,55 and friends,14,0,0,0,N,0
340,75,CML277,55 and friends,14,0,0,0,N,0
341,75,CML277,55 and friends,14,0,0,0,N,0
342,75,CML277,55 and friends,14,0,0,0,N,0
343,75,CML277,55 and friends,14,0,0,0,N,0
344,75,CML277,55 and friends,14,0,0,0,N,0
345,75,CML277,55 and friends,14,0,0,0,N,0
346,75,CML277,55 and friends,14,0,0,0,N,0
347,75,CML277,55 and friends,14,0,0,0,N,0
348,75,CML277,55 and friends,14,0,0,0,N,0
349,75,CML277,55 and friends,14,0,0,0,N,0
350,75,CML277,55 and friends,14,0,0,0,N,0
351,215,CML277,55 and friends,17,0,0,0,N,0
352,215,CML277,55 and friends,17,0,0,0,N,0
353,215,CML277,55 and friends,17,0,0,0,N,0
354,215,CML277,55 and friends,17,0,0,0,N,0
355,215,CML277,55 and friends,17,0,0,0,N,0
356,215,CML277,55 and friends,17,0,0,0,N,0
357,215,CML277,55 and friends,17,0,0,0,N,0
358,215,CML277,55 and friends,17,0,0,0,N,0
359,215,CML277,55 and friends,17,0,0,0,N,0
360,215,CML277,55 and friends,17,0,0,0,N,0
361,215,CML277,55 and friends,17,0,0,0,N,0
362,215,CML277,55 and friends,17,0,0,0,N,0
363,215,CML277,55 and friends,17,0,0,0,N,0
364,215,CML277,55 and friends,17,0,0,0,N,0
365,215,CML277,55 and friends,17,0,0,0,N,0
366,215,CML277,55 and friends,17,0,0,0,N,0
367,215,CML277,55 and friends,17,0,0,0,N,0
368,24,CML322,55 and friends,2,0,0,0,N,0
369,24,CML322,55 and friends,2,0,0,0,N,0
370,170,CML322,55 and friends,2,0,0,0,N,0
371,170,CML322,55 and friends,2,0,0,0,N,0
374,205,CML333,55 and friends,5,2,40,0,N,0
375,205,CML333,55 and friends,5,2,40,0,N,0
376,205,CML333,55 and friends,5,2,40,0,N,0
384,36,CML341,55 and friends,17,3,17.64705882,0,N,0
385,36,CML341,55 and friends,17,3,17.64705882,0,N,0
386,36,CML341,55 and friends,17,3,17.64705882,0,N,0
387,36,CML341,55 and friends,17,3,17.64705882,0,N,0
388,36,CML341,55 and friends,17,3,17.64705882,0,N,0
389,36,CML341,55 and friends,17,3,17.64705882,0,N,0
390,36,CML341,55 and friends,17,3,17.64705882,0,N,0
391,36,CML341,55 and friends,17,3,17.64705882,0,N,0
392,36,CML341,55 and friends,17,3,17.64705882,0,N,0
393,36,CML341,55 and friends,17,3,17.64705882,0,N,0
394,36,CML341,55 and friends,17,3,17.64705882,0,N,0
395,36,CML341,55 and friends,17,3,17.64705882,0,N,0
396,36,CML341,55 and friends,17,3,17.64705882,0,N,0
397,36,CML341,55 and friends,17,3,17.64705882,0,N,0
405,41,CML341,55 and friends,14,7,50,0,N,0
406,41,CML341,55 and friends,14,7,50,0,N,0
407,41,CML341,55 and friends,14,7,50,0,N,0
408,41,CML341,55 and friends,14,7,50,0,N,0
409,41,CML341,55 and friends,14,7,50,0,N,0
410,41,CML341,55 and friends,14,7,50,0,N,0
411,41,CML341,55 and friends,14,7,50,0,N,0
412,167,CML373,55 and friends,12,0,0,0,N,0
413,167,CML373,55 and friends,12,0,0,0,N,0
414,167,CML373,55 and friends,12,0,0,0,N,0
415,167,CML373,55 and friends,12,0,0,0,N,0
416,167,CML373,55 and friends,12,0,0,0,N,0
417,167,CML373,55 and friends,12,0,0,0,N,0
418,167,CML373,55 and friends,12,0,0,0,N,0
419,167,CML373,55 and friends,12,0,0,0,N,0
420,167,CML373,55 and friends,12,0,0,0,N,0
421,167,CML373,55 and friends,12,0,0,0,N,0
422,167,CML373,55 and friends,12,0,0,0,N,0
423,167,CML373,55 and friends,12,0,0,0,N,0
424,221,CML373,55 and friends,17,0,0,0,N,0
425,221,CML373,55 and friends,17,0,0,0,N,0
426,221,CML373,55 and friends,17,0,0,0,N,0
427,221,CML373,55 and friends,17,0,0,0,N,0
428,221,CML373,55 and friends,17,0,0,0,N,0
429,221,CML373,55 and friends,17,0,0,0,N,0
430,221,CML373,55 and friends,17,0,0,0,N,0
431,221,CML373,55 and friends,17,0,0,0,N,0
432,221,CML373,55 and friends,17,0,0,0,N,0
433,221,CML373,55 and friends,17,0,0,0,N,0
434,221,CML373,55 and friends,17,0,0,0,N,0
435,221,CML373,55 and friends,17,0,0,0,N,0
436,221,CML373,55 and friends,17,0,0,0,N,0
437,221,CML373,55 and friends,17,0,0,0,N,0
438,221,CML373,55 and friends,17,0,0,0,N,0
439,221,CML373,55 and friends,17,0,0,0,N,0
440,221,CML373,55 and friends,17,0,0,0,N,0
505,102,CML69,55 and friends,17,16,94.11764706,0,N,0
507,4,F118,55 and friends,6,1,16.66666667,0,N,0
508,4,F118,55 and friends,6,1,16.66666667,0,N,0
509,4,F118,55 and friends,6,1,16.66666667,0,N,0
510,4,F118,55 and friends,6,1,16.66666667,0,N,0
511,4,F118,55 and friends,6,1,16.66666667,0,N,0
512,4,F118,55 and friends,6,1,16.66666667,0,N,0
513,198,F118,55 and friends,7,0,0,0,N,0
514,198,F118,55 and friends,7,0,0,0,N,0
515,198,F118,55 and friends,7,0,0,0,N,0
516,198,F118,55 and friends,7,0,0,0,N,0
517,198,F118,55 and friends,7,0,0,0,N,0
518,198,F118,55 and friends,7,0,0,0,N,0
519,198,F118,55 and friends,7,0,0,0,N,0
523,52,GT112,55 and friends,14,3,21.42857143,0,N,0
524,52,GT112,55 and friends,14,3,21.42857143,0,N,0
525,52,GT112,55 and friends,14,3,21.42857143,0,N,0
526,52,GT112,55 and friends,14,3,21.42857143,0,N,0
527,52,GT112,55 and friends,14,3,21.42857143,0,N,0
528,52,GT112,55 and friends,14,3,21.42857143,0,N,0
529,52,GT112,55 and friends,14,3,21.42857143,0,N,0
530,52,GT112,55 and friends,14,3,21.42857143,0,N,0
531,52,GT112,55 and friends,14,3,21.42857143,0,N,0
532,52,GT112,55 and friends,14,3,21.42857143,0,N,0
533,52,GT112,55 and friends,14,3,21.42857143,0,N,0
534,220,GT112,55 and friends,11,0,0,0,N,0
535,220,GT112,55 and friends,11,0,0,0,N,0
536,220,GT112,55 and friends,11,0,0,0,N,0
537,220,GT112,55 and friends,11,0,0,0,N,0
538,220,GT112,55 and friends,11,0,0,0,N,0
539,220,GT112,55 and friends,11,0,0,0,N,0
540,220,GT112,55 and friends,11,0,0,0,N,0
541,220,GT112,55 and friends,11,0,0,0,N,0
542,220,GT112,55 and friends,11,0,0,0,N,0
543,220,GT112,55 and friends,11,0,0,0,N,0
544,220,GT112,55 and friends,11,0,0,0,N,0
562,10,Hickory King,55 and friends,9,5,55.55555556,0,N,0
563,10,Hickory King,55 and friends,9,5,55.55555556,0,N,0
564,10,Hickory King,55 and friends,9,5,55.55555556,0,N,0
565,10,Hickory King,55 and friends,9,5,55.55555556,0,N,0
566,10,Hickory King,55 and friends,9,5,55.55555556,0,N,0
576,2,Hp301,55 and friends,13,0,0,0,N,0
577,2,Hp301,55 and friends,13,0,0,0,N,0
578,2,Hp301,55 and friends,13,0,0,0,N,0
579,2,Hp301,55 and friends,13,0,0,0,N,0
580,2,Hp301,55 and friends,13,0,0,0,N,0
581,2,Hp301,55 and friends,13,0,0,0,N,0
582,2,Hp301,55 and friends,13,0,0,0,N,0
583,2,Hp301,55 and friends,13,0,0,0,N,0
584,2,Hp301,55 and friends,13,0,0,0,N,0
585,2,Hp301,55 and friends,13,0,0,0,N,0
586,2,Hp301,55 and friends,13,0,0,0,N,0
587,2,Hp301,55 and friends,13,0,0,0,N,0
588,2,Hp301,55 and friends,13,0,0,0,N,0
589,136,Hp301,55 and friends,17,0,0,0,N,0
590,136,Hp301,55 and friends,17,0,0,0,N,0
591,136,Hp301,55 and friends,17,0,0,0,N,0
592,136,Hp301,55 and friends,17,0,0,0,N,0
593,136,Hp301,55 and friends,17,0,0,0,N,0
594,136,Hp301,55 and friends,17,0,0,0,N,0
595,136,Hp301,55 and friends,17,0,0,0,N,0
596,136,Hp301,55 and friends,17,0,0,0,N,0
597,136,Hp301,55 and friends,17,0,0,0,N,0
598,136,Hp301,55 and friends,17,0,0,0,N,0
599,136,Hp301,55 and friends,17,0,0,0,N,0
600,136,Hp301,55 and friends,17,0,0,0,N,0
601,136,Hp301,55 and friends,17,0,0,0,N,0
602,136,Hp301,55 and friends,17,0,0,0,N,0
603,136,Hp301,55 and friends,17,0,0,0,N,0
604,136,Hp301,55 and friends,17,0,0,0,N,0
605,136,Hp301,55 and friends,17,0,0,0,N,0
606,12,Ki11,55 and friends,11,0,0,0,N,0
607,12,Ki11,55 and friends,11,0,0,0,N,0
608,12,Ki11,55 and friends,11,0,0,0,N,0
609,12,Ki11,55 and friends,11,0,0,0,N,0
610,12,Ki11,55 and friends,11,0,0,0,N,0
611,12,Ki11,55 and friends,11,0,0,0,N,0
612,12,Ki11,55 and friends,11,0,0,0,N,0
613,12,Ki11,55 and friends,11,0,0,0,N,0
614,12,Ki11,55 and friends,11,0,0,0,N,0
615,12,Ki11,55 and friends,11,0,0,0,N,0
616,55,Ki11,55 and friends,13,0,0,0,N,0
617,55,Ki11,55 and friends,13,0,0,0,N,0
618,55,Ki11,55 and friends,13,0,0,0,N,0
619,55,Ki11,55 and friends,13,0,0,0,N,0
620,55,Ki11,55 and friends,13,0,0,0,N,0
621,55,Ki11,55 and friends,13,0,0,0,N,0
622,55,Ki11,55 and friends,13,0,0,0,N,0
623,55,Ki11,55 and friends,13,0,0,0,N,0
624,55,Ki11,55 and friends,13,0,0,0,N,0
625,55,Ki11,55 and friends,13,0,0,0,N,0
626,55,Ki11,55 and friends,13,0,0,0,N,0
627,55,Ki11,55 and friends,13,0,0,0,N,0
628,55,Ki11,55 and friends,13,0,0,0,N,0
629,58,Ki3,55 and friends,4,0,0,0,N,0
630,58,Ki3,55 and friends,4,0,0,0,N,0
631,58,Ki3,55 and friends,4,0,0,0,N,0
632,58,Ki3,55 and friends,4,0,0,0,N,0
633,204,Ki3,55 and friends,2,0,0,0,N,0
634,204,Ki3,55 and friends,2,0,0,0,N,0
637,18,Ky21,55 and friends,12,2,16.66666667,0,N,0
638,18,Ky21,55 and friends,12,2,16.66666667,0,N,0
639,18,Ky21,55 and friends,12,2,16.66666667,0,N,0
640,18,Ky21,55 and friends,12,2,16.66666667,0,N,0
641,18,Ky21,55 and friends,12,2,16.66666667,0,N,0
642,18,Ky21,55 and friends,12,2,16.66666667,0,N,0
643,18,Ky21,55 and friends,12,2,16.66666667,0,N,0
644,18,Ky21,55 and friends,12,2,16.66666667,0,N,0
